customer_id,region,segment,customer_tier
130,West,SMB,Platinum
131,West,Enterprise,Platinum
132,North,SMB,Platinum
133,North,SMB,Silver
134,North,SMB,Gold
135,East,SMB,Silver
136,North,SMB,Gold
137,North,SMB,Silver
138,North,SMB,Silver
139,East,SMB,Silver
140,North,SMB,Gold
141,West,SMB,Silver
142,North,SMB,Silver
143,West,Enterprise,Gold
144,West,SMB,Gold
145,West,SMB,Silver
146,East,Enterprise,Gold
147,East,Enterprise,Silver
148,East,SMB,Platinum
149,North,Enterprise,Gold
150,West,SMB,Platinum
151,East,Enterprise,Gold
152,East,SMB,Gold
153,North,SMB,Silver
154,East,SMB,Platinum
155,North,Enterprise,Silver
156,South,SMB,Silver
157,East,SMB,Gold
158,South,SMB,Gold
159,North,Enterprise,Gold
160,West,Enterprise,Gold
161,East,SMB,Platinum
162,North,SMB,Gold
163,West,SMB,Silver
164,West,SMB,Platinum
165,South,Enterprise,Gold
166,North,SMB,Silver
167,West,SMB,Silver
168,East,SMB,Silver
169,East,SMB,Silver
170,South,SMB,Gold
171,West,SMB,Silver
172,North,SMB,Silver
173,East,SMB,Gold
174,West,SMB,Gold
175,West,SMB,Gold
176,South,SMB,Gold
177,East,Enterprise,Gold
178,East,SMB,Gold
179,North,SMB,Gold
180,East,Enterprise,Gold
181,North,SMB,Platinum
182,East,SMB,Silver
183,South,SMB,Platinum
184,East,SMB,Platinum
185,North,SMB,Gold
186,North,SMB,Gold
187,South,Enterprise,Platinum
188,East,Enterprise,Gold
189,East,SMB,Silver
190,South,SMB,Gold
191,East,SMB,Gold
192,East,SMB,Platinum
193,North,SMB,Gold
194,East,Enterprise,Silver
195,East,SMB,Gold
196,South,Enterprise,Silver
197,South,Enterprise,Gold
198,West,Enterprise,Silver
199,North,SMB,Silver
200,East,SMB,Silver
201,East,SMB,Silver
202,West,SMB,Gold
203,East,SMB,Silver
204,North,SMB,Gold
205,West,SMB,Silver
206,North,SMB,Platinum
207,West,Enterprise,Gold
208,West,SMB,Silver
209,South,SMB,Platinum
210,North,SMB,Gold
211,East,Enterprise,Silver
212,East,SMB,Gold
213,North,SMB,Gold
214,East,SMB,Gold
215,East,Enterprise,Gold
216,North,Enterprise,Platinum
217,West,SMB,Platinum
218,North,SMB,Platinum
219,West,SMB,Gold
220,East,SMB,Gold
221,East,SMB,Silver
222,East,Enterprise,Gold
223,South,Enterprise,Silver
224,West,SMB,Platinum
225,South,SMB,Gold
226,South,SMB,Gold
227,North,Enterprise,Silver
228,South,Enterprise,Silver
229,North,SMB,Silver
230,North,SMB,Platinum
231,South,SMB,Silver
232,West,SMB,Gold
233,West,Enterprise,Silver
234,West,SMB,Gold
235,West,Enterprise,Gold
236,West,SMB,Platinum
237,South,Enterprise,Gold
238,South,SMB,Gold
239,East,Enterprise,Platinum
240,West,SMB,Platinum
241,South,SMB,Silver
242,East,SMB,Gold
243,West,SMB,Silver
244,North,SMB,Silver
245,East,SMB,Silver
246,South,Enterprise,Silver
247,North,SMB,Silver
248,North,Enterprise,Gold
249,North,Enterprise,Platinum
250,East,SMB,Gold
251,South,SMB,Gold
252,North,SMB,Platinum
253,West,SMB,Gold
254,North,SMB,Gold
255,North,Enterprise,Silver
256,East,SMB,Gold
257,East,SMB,Gold
258,South,SMB,Gold
259,West,Enterprise,Gold
260,East,SMB,Silver
261,North,SMB,Platinum
262,South,SMB,Gold
263,North,SMB,Gold
264,North,Enterprise,Gold
265,East,Enterprise,Gold
266,South,SMB,Gold
267,West,SMB,Gold
268,West,SMB,Gold
269,East,SMB,Silver
270,East,SMB,Gold
271,South,SMB,Gold
272,West,SMB,Gold
273,West,Enterprise,Platinum
274,West,SMB,Silver
275,North,Enterprise,Gold
276,West,SMB,Silver
277,North,SMB,Gold
278,South,Enterprise,Silver
279,North,SMB,Gold
280,South,SMB,Platinum
281,West,SMB,Platinum
282,West,SMB,Gold
283,South,Enterprise,Gold
284,East,Enterprise,Gold
285,South,SMB,Silver
286,East,SMB,Gold
287,North,SMB,Gold
288,North,SMB,Silver
289,North,SMB,Gold
290,West,SMB,Silver
291,North,SMB,Gold
292,East,SMB,Gold
293,North,SMB,Platinum
294,South,SMB,Silver
295,South,SMB,Silver
296,West,Enterprise,Silver
297,South,Enterprise,Gold
298,East,SMB,Silver
299,North,SMB,Gold
300,West,Enterprise,Gold
301,North,Enterprise,Silver
302,North,Enterprise,Platinum
303,East,SMB,Gold
304,South,Enterprise,Gold
305,South,SMB,Silver
306,North,Enterprise,Gold
307,West,Enterprise,Gold
308,South,SMB,Silver
309,West,Enterprise,Gold
310,South,SMB,Gold
311,West,Enterprise,Gold
312,East,SMB,Silver
313,West,Enterprise,Platinum
314,East,SMB,Gold
315,East,Enterprise,Platinum
316,West,SMB,Gold
317,East,SMB,Gold
318,North,SMB,Gold
319,East,Enterprise,Gold
320,South,SMB,Silver
321,West,SMB,Silver
322,North,SMB,Silver
323,West,Enterprise,Gold
324,South,SMB,Platinum
325,South,SMB,Gold
326,South,SMB,Silver
327,East,SMB,Gold
328,East,SMB,Silver
329,West,SMB,Platinum
330,West,Enterprise,Gold
331,North,Enterprise,Gold
332,North,SMB,Gold
333,West,SMB,Gold
334,East,SMB,Gold
335,South,SMB,Gold
336,West,Enterprise,Gold
337,North,SMB,Platinum
338,East,SMB,Silver
339,West,SMB,Gold
340,West,Enterprise,Gold
341,East,SMB,Gold
342,West,SMB,Silver
343,East,SMB,Gold
344,South,Enterprise,Silver
345,East,Enterprise,Gold
346,East,SMB,Gold
347,East,SMB,Gold
348,West,Enterprise,Gold
349,West,SMB,Gold
350,East,SMB,Gold
351,West,SMB,Gold
352,North,SMB,Gold
353,North,SMB,Silver
354,West,Enterprise,Gold
355,West,SMB,Gold
356,East,SMB,Silver
357,South,Enterprise,Gold
358,West,SMB,Platinum
359,North,SMB,Silver
360,East,SMB,Gold
361,West,Enterprise,Silver
362,North,Enterprise,Platinum
363,North,Enterprise,Platinum
364,South,Enterprise,Platinum
365,East,SMB,Gold
366,East,SMB,Platinum
367,South,Enterprise,Platinum
368,South,SMB,Silver
369,East,SMB,Silver
370,East,SMB,Silver
371,West,SMB,Silver
372,West,Enterprise,Gold
373,South,SMB,Silver
374,West,SMB,Gold
375,North,Enterprise,Gold
376,West,SMB,Silver
377,West,SMB,Gold
378,North,SMB,Silver
379,South,Enterprise,Gold
380,North,Enterprise,Platinum
381,West,Enterprise,Platinum
382,South,Enterprise,Platinum
383,West,SMB,Silver
384,North,Enterprise,Silver
385,North,Enterprise,Gold
386,West,SMB,Gold
387,East,SMB,Gold
388,East,Enterprise,Silver
389,North,Enterprise,Gold
390,North,Enterprise,Silver
391,East,Enterprise,Gold
392,East,SMB,Silver
393,West,SMB,Gold
394,West,SMB,Gold
395,East,SMB,Gold
396,West,Enterprise,Silver
397,West,SMB,Silver
398,South,SMB,Gold
399,West,SMB,Gold
400,North,SMB,Silver
401,West,SMB,Silver
402,West,SMB,Gold
403,East,SMB,Platinum
404,North,SMB,Platinum
405,West,Enterprise,Silver
406,West,SMB,Platinum
407,South,SMB,Gold
408,West,SMB,Gold
409,West,SMB,Gold
410,South,SMB,Gold
411,East,Enterprise,Gold
412,West,Enterprise,Gold
413,South,SMB,Silver
414,North,SMB,Silver
415,East,Enterprise,Platinum
416,North,Enterprise,Platinum
417,North,SMB,Gold
418,South,SMB,Silver
419,West,SMB,Silver
420,South,SMB,Silver
421,South,SMB,Silver
422,South,SMB,Gold
423,South,SMB,Platinum
424,East,SMB,Gold
425,West,Enterprise,Silver
426,North,Enterprise,Gold
427,North,SMB,Silver
428,West,Enterprise,Silver
429,North,SMB,Silver
430,West,Enterprise,Platinum
431,North,SMB,Platinum
432,South,SMB,Silver
433,North,SMB,Platinum
434,West,SMB,Platinum
435,West,Enterprise,Silver
436,West,SMB,Silver
437,West,SMB,Gold
438,West,SMB,Silver
439,East,SMB,Platinum
440,East,SMB,Gold
441,North,SMB,Gold
442,West,Enterprise,Silver
443,North,Enterprise,Platinum
444,West,Enterprise,Gold
445,West,SMB,Gold
446,East,Enterprise,Silver
447,East,SMB,Gold
448,South,SMB,Gold
449,East,SMB,Platinum
450,South,Enterprise,Gold
451,South,Enterprise,Gold
452,South,Enterprise,Silver
453,South,Enterprise,Gold
454,South,Enterprise,Silver
455,North,Enterprise,Gold
456,East,SMB,Gold
457,South,SMB,Gold
458,West,SMB,Gold
459,East,SMB,Silver
460,East,SMB,Silver
461,South,SMB,Gold
462,North,SMB,Platinum
463,South,Enterprise,Platinum
464,North,Enterprise,Gold
465,West,SMB,Silver
466,East,SMB,Silver
467,West,SMB,Gold
468,North,SMB,Platinum
469,North,Enterprise,Gold
470,West,SMB,Silver
471,North,SMB,Gold
472,West,Enterprise,Gold
473,East,Enterprise,Gold
474,West,SMB,Platinum
475,East,Enterprise,Gold
476,West,SMB,Silver
477,North,SMB,Silver
478,West,SMB,Gold
479,North,SMB,Platinum
480,West,SMB,Gold
481,West,SMB,Silver
482,South,SMB,Platinum
483,North,Enterprise,Silver
484,South,SMB,Silver
485,North,SMB,Gold
486,South,Enterprise,Gold
487,East,SMB,Silver
488,West,Enterprise,Gold
489,North,SMB,Platinum
490,North,SMB,Platinum
491,West,SMB,Platinum
492,North,SMB,Silver
493,North,SMB,Gold
494,South,SMB,Gold
495,North,SMB,Silver
496,East,SMB,Gold
497,East,SMB,Silver
498,West,SMB,Gold
499,North,SMB,Gold
500,West,SMB,Gold
501,East,SMB,Silver
502,North,SMB,Silver
503,North,Enterprise,Platinum
504,West,SMB,Silver
505,East,Enterprise,Silver
506,North,SMB,Platinum
507,West,SMB,Platinum
508,East,SMB,Gold
509,West,Enterprise,Gold
510,South,SMB,Gold
511,North,SMB,Gold
512,South,SMB,Gold
513,East,SMB,Gold
514,South,SMB,Platinum
515,South,SMB,Gold
516,East,SMB,Gold
517,West,SMB,Gold
518,South,SMB,Silver
519,West,Enterprise,Platinum
520,South,Enterprise,Platinum
521,West,SMB,Platinum
522,East,SMB,Gold
523,South,Enterprise,Silver
524,East,SMB,Gold
525,South,SMB,Gold
526,East,Enterprise,Gold
527,East,SMB,Gold
528,South,SMB,Gold
529,South,Enterprise,Gold
530,South,SMB,Platinum
531,North,Enterprise,Silver
532,West,Enterprise,Gold
533,North,Enterprise,Gold
534,North,SMB,Gold
535,East,SMB,Silver
536,South,SMB,Platinum
537,West,SMB,Platinum
538,East,SMB,Gold
539,North,SMB,Gold
540,South,SMB,Gold
541,East,SMB,Silver
542,South,SMB,Gold
543,East,Enterprise,Silver
544,South,Enterprise,Gold
545,North,Enterprise,Silver
546,West,SMB,Gold
547,North,Enterprise,Gold
548,West,Enterprise,Silver
549,South,SMB,Platinum
550,East,SMB,Silver
551,North,SMB,Gold
552,West,SMB,Silver
553,North,SMB,Gold
554,West,SMB,Silver
555,North,Enterprise,Platinum
556,West,SMB,Gold
557,West,SMB,Silver
558,South,Enterprise,Silver
559,West,SMB,Platinum
560,South,Enterprise,Gold
561,West,SMB,Gold
562,East,Enterprise,Platinum
563,East,SMB,Gold
564,East,SMB,Silver
565,West,SMB,Gold
566,South,Enterprise,Gold
567,South,Enterprise,Silver
568,West,SMB,Platinum
569,East,Enterprise,Gold
570,East,SMB,Silver
571,South,SMB,Silver
572,East,Enterprise,Silver
573,North,SMB,Silver
574,South,SMB,Platinum
575,East,Enterprise,Gold
576,South,Enterprise,Silver
577,North,Enterprise,Platinum
578,South,Enterprise,Platinum
579,South,SMB,Silver
580,South,Enterprise,Silver
581,South,SMB,Gold
582,North,Enterprise,Silver
583,West,SMB,Silver
584,South,SMB,Silver
585,South,SMB,Silver
586,East,SMB,Gold
587,South,SMB,Silver
588,East,Enterprise,Gold
589,West,Enterprise,Silver
590,North,SMB,Silver
591,North,Enterprise,Platinum
592,West,SMB,Gold
593,North,SMB,Gold
594,West,SMB,Silver
595,West,Enterprise,Silver
596,West,Enterprise,Gold
597,North,SMB,Gold
598,East,SMB,Silver
599,West,SMB,Gold
600,South,SMB,Platinum
601,North,SMB,Gold
602,West,SMB,Silver
603,West,SMB,Silver
604,South,Enterprise,Gold
605,East,SMB,Platinum
606,East,SMB,Gold
607,East,SMB,Silver
608,West,Enterprise,Gold
609,West,Enterprise,Gold
610,West,Enterprise,Platinum
611,North,SMB,Silver
612,South,Enterprise,Gold
613,West,SMB,Gold
614,South,SMB,Silver
615,South,SMB,Silver
616,East,SMB,Gold
617,North,Enterprise,Gold
618,West,Enterprise,Gold
619,East,SMB,Platinum
620,East,SMB,Platinum
621,West,SMB,Gold
622,South,SMB,Platinum
623,East,SMB,Silver
624,South,Enterprise,Platinum
625,North,Enterprise,Gold
626,South,SMB,Gold
627,North,Enterprise,Gold
628,South,SMB,Gold
629,East,SMB,Silver
630,East,SMB,Gold
631,North,SMB,Silver
632,West,Enterprise,Gold
633,North,SMB,Platinum
634,North,SMB,Gold
635,South,SMB,Gold
636,South,Enterprise,Silver
637,North,SMB,Silver
638,East,Enterprise,Platinum
639,South,Enterprise,Platinum
640,West,SMB,Gold
641,South,SMB,Silver
642,South,Enterprise,Platinum
643,West,SMB,Gold
644,North,Enterprise,Gold
645,West,SMB,Gold
646,North,SMB,Gold
647,North,Enterprise,Gold
648,North,Enterprise,Gold
649,West,Enterprise,Platinum
650,North,SMB,Platinum
651,East,Enterprise,Platinum
652,West,Enterprise,Gold
653,East,Enterprise,Gold
654,North,SMB,Gold
655,South,SMB,Gold
656,North,Enterprise,Gold
657,East,SMB,Gold
658,East,SMB,Gold
659,West,SMB,Gold
660,South,SMB,Platinum
661,West,SMB,Silver
662,East,SMB,Platinum
663,North,Enterprise,Silver
664,South,SMB,Silver
665,North,SMB,Gold
666,North,SMB,Silver
667,South,SMB,Platinum
668,West,SMB,Platinum
669,North,Enterprise,Gold
670,East,SMB,Gold
671,North,Enterprise,Gold
672,South,SMB,Gold
673,South,SMB,Platinum
674,South,SMB,Gold
675,West,SMB,Gold
676,North,Enterprise,Gold
677,West,Enterprise,Silver
678,West,SMB,Gold
679,South,SMB,Gold
680,South,SMB,Gold
681,West,SMB,Silver
682,North,Enterprise,Platinum
683,East,SMB,Silver
684,West,Enterprise,Gold
685,North,SMB,Gold
686,South,SMB,Silver
687,South,SMB,Silver
688,North,SMB,Gold
689,East,Enterprise,Platinum
690,South,SMB,Silver
691,South,Enterprise,Gold
692,South,SMB,Gold
693,North,Enterprise,Platinum
694,West,SMB,Gold
695,South,Enterprise,Silver
696,West,Enterprise,Gold
697,East,Enterprise,Silver
698,South,SMB,Platinum
699,South,Enterprise,Platinum
700,East,SMB,Gold
701,South,SMB,Silver
702,West,SMB,Silver
703,North,SMB,Silver
704,West,Enterprise,Platinum
705,North,SMB,Silver
706,North,SMB,Silver
707,West,SMB,Platinum
708,West,SMB,Gold
709,West,SMB,Gold
710,West,SMB,Gold
711,East,SMB,Silver
712,South,SMB,Platinum
713,North,Enterprise,Gold
714,West,Enterprise,Gold
715,West,Enterprise,Gold
716,West,SMB,Silver
717,East,SMB,Gold
718,West,SMB,Gold
719,West,SMB,Silver
720,West,SMB,Silver
721,South,SMB,Gold
722,East,SMB,Gold
723,West,SMB,Gold
724,North,Enterprise,Silver
725,North,SMB,Silver
726,North,SMB,Gold
727,East,SMB,Gold
728,East,SMB,Platinum
729,North,SMB,Platinum
730,West,SMB,Gold
731,East,SMB,Gold
732,North,Enterprise,Platinum
733,North,Enterprise,Silver
734,West,SMB,Gold
735,South,SMB,Silver
736,East,SMB,Gold
737,West,Enterprise,Silver
738,North,SMB,Gold
739,North,SMB,Gold
740,West,SMB,Gold
741,East,SMB,Gold
742,South,Enterprise,Silver
743,South,SMB,Gold
744,North,SMB,Gold
745,East,SMB,Gold
746,South,SMB,Silver
747,East,Enterprise,Platinum
748,East,Enterprise,Platinum
749,North,SMB,Silver
750,South,SMB,Platinum
751,West,SMB,Platinum
752,North,SMB,Gold
753,South,SMB,Gold
754,South,SMB,Gold
755,South,SMB,Gold
756,South,SMB,Silver
757,South,SMB,Silver
758,East,Enterprise,Silver
759,North,SMB,Gold
760,East,Enterprise,Platinum
761,West,SMB,Silver
762,South,SMB,Platinum
763,North,Enterprise,Silver
764,South,SMB,Platinum
765,North,Enterprise,Silver
766,East,SMB,Silver
767,North,SMB,Gold
768,West,SMB,Gold
769,West,SMB,Gold
770,North,SMB,Gold
771,North,SMB,Platinum
772,North,SMB,Gold
773,North,SMB,Gold
774,West,SMB,Gold
775,South,SMB,Gold
776,North,SMB,Gold
777,North,SMB,Platinum
778,West,Enterprise,Silver
779,West,Enterprise,Silver
780,East,SMB,Gold
781,North,Enterprise,Platinum
782,East,SMB,Silver
783,West,Enterprise,Platinum
784,West,Enterprise,Platinum
785,South,Enterprise,Gold
786,North,SMB,Gold
787,East,SMB,Platinum
788,West,SMB,Silver
789,West,Enterprise,Gold
790,East,SMB,Silver
791,South,Enterprise,Platinum
792,West,SMB,Silver
793,North,Enterprise,Gold
794,West,SMB,Platinum
795,North,SMB,Silver
796,East,SMB,Silver
797,North,SMB,Platinum
798,East,SMB,Silver
799,North,Enterprise,Gold
800,East,SMB,Silver
801,North,SMB,Silver
802,South,Enterprise,Platinum
803,North,SMB,Platinum
804,North,Enterprise,Gold
805,South,Enterprise,Silver
806,West,SMB,Gold
807,West,SMB,Gold
808,North,SMB,Platinum
809,South,Enterprise,Silver
810,North,SMB,Gold
811,East,SMB,Silver
812,East,Enterprise,Silver
813,North,SMB,Platinum
814,West,Enterprise,Gold
815,West,Enterprise,Silver
816,North,SMB,Platinum
817,North,Enterprise,Silver
818,East,Enterprise,Silver
819,West,SMB,Gold
820,North,SMB,Gold
821,East,SMB,Gold
822,West,SMB,Gold
823,South,Enterprise,Platinum
824,East,SMB,Gold
825,West,SMB,Gold
826,West,SMB,Gold
827,East,SMB,Gold
828,South,Enterprise,Silver
829,East,Enterprise,Gold
830,West,SMB,Gold
831,North,SMB,Silver
832,North,SMB,Gold
833,East,SMB,Silver
834,West,SMB,Platinum
835,North,SMB,Silver
836,West,Enterprise,Gold
837,East,SMB,Silver
838,North,Enterprise,Silver
839,West,SMB,Gold
840,North,SMB,Gold
841,East,Enterprise,Silver
842,West,SMB,Platinum
843,North,Enterprise,Silver
844,East,SMB,Platinum
845,North,SMB,Silver
846,North,Enterprise,Gold
847,South,SMB,Gold
848,South,Enterprise,Platinum
849,East,Enterprise,Gold
850,South,SMB,Gold
851,East,SMB,Gold
852,South,SMB,Platinum
853,North,SMB,Silver
854,East,Enterprise,Platinum
855,East,SMB,Silver
856,North,SMB,Gold
857,East,Enterprise,Gold
858,East,SMB,Gold
859,South,Enterprise,Gold
860,East,SMB,Gold
861,West,Enterprise,Platinum
862,North,SMB,Gold
863,South,SMB,Platinum
864,South,SMB,Platinum
865,West,SMB,Platinum
866,North,Enterprise,Gold
867,North,SMB,Gold
868,South,Enterprise,Gold
869,East,SMB,Gold
870,South,SMB,Platinum
871,North,SMB,Gold
872,West,SMB,Gold
873,South,SMB,Gold
874,North,SMB,Silver
875,South,Enterprise,Gold
876,East,SMB,Gold
877,South,SMB,Gold
878,South,SMB,Gold
879,North,SMB,Silver
880,North,Enterprise,Silver
881,North,SMB,Gold
882,South,SMB,Silver
883,East,SMB,Gold
884,West,SMB,Gold
885,West,SMB,Platinum
886,North,SMB,Gold
887,North,SMB,Silver
888,South,SMB,Silver
889,West,Enterprise,Gold
890,North,SMB,Gold
891,East,Enterprise,Gold
892,East,SMB,Silver
893,North,Enterprise,Gold
894,North,SMB,Gold
895,West,SMB,Gold
896,West,SMB,Silver
897,South,SMB,Silver
898,West,SMB,Platinum
899,East,SMB,Platinum
900,East,SMB,Silver
901,North,SMB,Silver
902,West,SMB,Gold
903,South,Enterprise,Gold
904,East,SMB,Silver
905,East,SMB,Silver
906,South,SMB,Silver
907,South,SMB,Gold
908,East,SMB,Silver
909,East,Enterprise,Platinum
910,South,SMB,Silver
911,East,SMB,Platinum
912,North,SMB,Gold
913,North,SMB,Gold
914,South,Enterprise,Silver
915,West,Enterprise,Gold
916,South,SMB,Platinum
917,South,SMB,Silver
918,West,SMB,Gold
919,West,SMB,Gold
920,West,SMB,Silver
921,North,Enterprise,Gold
922,East,SMB,Silver
923,North,SMB,Gold
924,East,SMB,Silver
925,North,Enterprise,Silver
926,East,SMB,Gold
927,North,Enterprise,Silver
928,West,SMB,Gold
929,South,SMB,Silver
930,North,Enterprise,Silver
931,East,Enterprise,Gold
932,West,SMB,Gold
933,North,SMB,Silver
934,North,Enterprise,Platinum
935,West,SMB,Gold
936,North,SMB,Gold
937,South,Enterprise,Platinum
938,North,SMB,Silver
939,South,SMB,Gold
940,South,SMB,Gold
941,West,SMB,Silver
942,North,SMB,Gold
943,West,SMB,Gold
944,North,SMB,Silver
945,North,SMB,Silver
946,East,SMB,Silver
947,North,SMB,Platinum
948,West,Enterprise,Platinum
949,South,SMB,Gold
950,North,Enterprise,Platinum
951,East,SMB,Gold
952,West,Enterprise,Gold
953,North,SMB,Gold
954,West,SMB,Gold
955,East,Enterprise,Gold
956,East,Enterprise,Gold
957,West,SMB,Platinum
958,North,Enterprise,Gold
959,South,SMB,Gold
960,East,Enterprise,Silver
961,North,SMB,Silver
962,North,SMB,Silver
963,South,SMB,Gold
964,East,SMB,Platinum
965,East,Enterprise,Platinum
966,North,SMB,Silver
967,North,SMB,Gold
968,South,SMB,Gold
969,South,SMB,Platinum
970,East,SMB,Platinum
971,West,SMB,Silver
972,East,Enterprise,Gold
973,North,SMB,Gold
974,East,SMB,Platinum
975,West,Enterprise,Gold
976,South,SMB,Silver
977,West,Enterprise,Gold
978,West,Enterprise,Silver
979,West,SMB,Gold
980,South,SMB,Gold
981,West,SMB,Silver
982,West,SMB,Silver
983,West,Enterprise,Gold
984,North,SMB,Platinum
985,West,SMB,Gold
986,South,SMB,Platinum
987,West,SMB,Platinum
988,West,SMB,Gold
989,South,Enterprise,Gold
990,West,SMB,Silver
991,South,SMB,Platinum
992,West,SMB,Silver
993,South,Enterprise,Silver
994,West,SMB,Silver
995,West,Enterprise,Silver
996,North,SMB,Silver
997,North,Enterprise,Silver
998,West,SMB,Gold
999,West,SMB,Gold
1000,East,SMB,Silver
1001,South,SMB,Gold
1002,East,SMB,Platinum
1003,North,SMB,Silver
1004,North,SMB,Gold
1005,North,SMB,Silver
1006,North,Enterprise,Platinum
1007,West,SMB,Gold
1008,North,Enterprise,Gold
1009,West,SMB,Silver
1010,West,SMB,Platinum
1011,North,SMB,Silver
1012,North,SMB,Platinum
1013,South,Enterprise,Platinum
1014,East,SMB,Gold
1015,North,Enterprise,Gold
1016,South,Enterprise,Gold
1017,South,SMB,Platinum
1018,East,Enterprise,Gold
1019,West,SMB,Gold
1020,North,Enterprise,Silver
1021,East,Enterprise,Platinum
1022,North,SMB,Gold
1023,South,Enterprise,Gold
1024,South,SMB,Silver
1025,West,SMB,Silver
1026,South,SMB,Silver
1027,South,SMB,Platinum
1028,East,SMB,Silver
1029,North,Enterprise,Silver
1030,North,SMB,Silver
1031,East,SMB,Gold
1032,West,SMB,Silver
1033,North,SMB,Gold
1034,South,Enterprise,Gold
1035,North,Enterprise,Gold
1036,South,Enterprise,Gold
1037,West,SMB,Gold
1038,East,SMB,Gold
1039,North,Enterprise,Silver
1040,East,Enterprise,Gold
1041,North,SMB,Gold
1042,South,SMB,Gold
1043,East,Enterprise,Silver
1044,North,Enterprise,Gold
1045,South,SMB,Platinum
1046,East,Enterprise,Silver
1047,East,SMB,Platinum
1048,North,SMB,Platinum
1049,North,SMB,Gold
1050,North,SMB,Gold
1051,South,SMB,Platinum
1052,North,SMB,Gold
1053,East,SMB,Silver
1054,East,Enterprise,Gold
1055,North,Enterprise,Platinum
1056,North,SMB,Silver
1057,West,SMB,Gold
1058,East,Enterprise,Gold
1059,South,SMB,Gold
1060,West,Enterprise,Gold
1061,North,Enterprise,Gold
1062,North,SMB,Silver
1063,East,Enterprise,Gold
1064,North,Enterprise,Gold
1065,South,SMB,Silver
1066,East,SMB,Silver
1067,North,SMB,Platinum
1068,East,SMB,Silver
1069,North,SMB,Gold
1070,North,SMB,Gold
1071,North,SMB,Gold
1072,South,Enterprise,Gold
1073,South,SMB,Platinum
1074,East,SMB,Gold
1075,North,SMB,Gold
1076,North,SMB,Platinum
1077,South,SMB,Gold
1078,North,SMB,Silver
1079,South,SMB,Silver
1080,North,Enterprise,Gold
1081,East,Enterprise,Silver
1082,North,SMB,Gold
