ticket_id,order_id,product_id,created_date,resolved_date,issue_type,resolution_time_hrs,escalated,satisfaction_rating,support_loss
40,979,378,2025-03-10 00:00:00,2025-03-10 21:05:53,TechIssue,21.09810686,FALSE,4,0
41,990,957,2025-04-14 00:00:00,2025-04-14 18:55:03,Delay,18.91758075,FALSE,5,0
42,1020,689,2025-04-26 00:00:00,2025-04-27 05:08:35,Damage,29.14309021,FALSE,3,0
43,1029,679,2024-09-25 00:00:00,2024-09-25 05:05:23,Delay,5.089702261,FALSE,1,0
44,1081,363,2025-02-10 00:00:00,2025-02-10 22:24:50,TechIssue,22.41391606,FALSE,4,0
45,1141,46,2024-11-15 00:00:00,2024-11-15 11:42:53,Damage,11.71482031,FALSE,5,0
46,1200,243,2025-05-04 00:00:00,2025-05-04 01:28:36,Damage,1.476589624,FALSE,3,0
47,1247,529,2025-04-26 00:00:00,2025-04-26 08:51:57,Damage,8.865822333,FALSE,3,0
48,1252,524,2024-10-03 00:00:00,2024-10-03 03:26:27,Damage,3.440751678,FALSE,3,0
49,1255,904,2024-07-22 00:00:00,2024-07-22 07:57:35,Delay,7.959769127,FALSE,3,0
50,1260,957,2024-10-27 00:00:00,2024-10-27 04:14:50,Delay,4.247343973,FALSE,2,0
51,1296,701,2024-10-28 00:00:00,2024-10-28 09:51:40,Refund,9.86110049,FALSE,1,0
52,1298,615,2025-06-13 00:00:00,2025-06-13 08:43:45,Delay,8.729266236,FALSE,5,0
53,1312,926,2024-09-06 00:00:00,2024-09-06 13:01:58,Damage,13.03276586,FALSE,4,0
54,1329,496,2025-05-20 00:00:00,2025-05-20 08:49:07,Refund,8.818574298,FALSE,3,0
55,1330,613,2024-11-27 00:00:00,2024-11-27 16:47:42,Refund,16.79497047,TRUE,5,1632.55579
56,1372,35,2025-03-15 00:00:00,2025-03-17 00:10:57,Damage,48.1825145,FALSE,5,0
57,1382,55,2024-12-05 00:00:00,2024-12-05 15:58:43,Damage,15.97848848,FALSE,3,0
58,1393,680,2024-10-10 00:00:00,2024-10-10 20:00:36,TechIssue,20.01008057,FALSE,3,0
59,1439,771,2024-12-16 00:00:00,2024-12-16 15:01:51,Delay,15.03084736,FALSE,2,0
60,1440,609,2025-02-16 00:00:00,2025-02-16 03:38:46,Damage,3.646134316,FALSE,2,0
61,1447,642,2024-10-12 00:00:00,2024-10-12 04:12:59,TechIssue,4.216475976,FALSE,5,0
62,1499,129,2025-03-02 00:00:00,2025-03-02 23:08:52,Delay,23.14786326,FALSE,3,0
63,1513,946,2025-06-28 00:00:00,2025-06-28 01:24:53,Refund,1.414592262,FALSE,4,0
64,1520,231,2025-04-26 00:00:00,2025-04-26 04:25:35,TechIssue,4.426349872,TRUE,1,3922.786411
65,1533,873,2024-08-17 00:00:00,2024-08-17 17:19:03,Delay,17.31756606,FALSE,2,0
66,1581,60,2024-07-04 00:00:00,2024-07-04 19:21:39,TechIssue,19.3608444,FALSE,4,0
67,1584,264,2024-09-12 00:00:00,2024-09-12 06:09:12,TechIssue,6.153375636,FALSE,3,0
68,1585,129,2025-01-27 00:00:00,2025-01-27 22:44:47,Damage,22.74650737,FALSE,5,0
69,1594,598,2024-08-03 00:00:00,2024-08-03 13:26:19,Delay,13.43861748,FALSE,2,0
70,1651,973,2024-07-22 00:00:00,2024-07-22 22:55:32,TechIssue,22.92550503,FALSE,5,0
71,1656,30,2025-01-18 00:00:00,2025-01-20 11:59:12,TechIssue,59.9866428,FALSE,1,0
72,1670,294,2025-04-13 00:00:00,2025-04-13 06:37:35,Refund,6.626320431,FALSE,1,0
73,1679,734,2024-10-24 00:00:00,2024-10-24 05:18:15,Damage,5.304068941,FALSE,5,0
74,1689,924,2025-06-23 00:00:00,2025-06-23 02:08:04,Delay,2.134364605,FALSE,2,0
75,1707,285,2025-06-26 00:00:00,2025-06-26 13:27:06,Delay,13.45175481,FALSE,2,0
76,1735,779,2024-07-19 00:00:00,2024-07-19 05:27:11,Refund,5.453047281,FALSE,3,0
77,1739,69,2024-07-09 00:00:00,2024-07-09 05:50:25,Delay,5.840176068,FALSE,5,0
78,1767,951,2024-12-05 00:00:00,2024-12-05 21:24:17,Delay,21.40475667,FALSE,4,0
79,1791,514,2025-04-01 00:00:00,2025-04-01 14:12:42,Damage,14.21160505,FALSE,3,0
80,1827,767,2025-02-23 00:00:00,2025-02-23 10:47:56,Damage,10.79882895,TRUE,3,1937.652026
81,1843,837,2025-04-04 00:00:00,2025-04-04 02:03:55,Damage,2.065164854,FALSE,3,0
82,1846,843,2025-06-07 00:00:00,2025-06-07 20:12:52,Damage,20.21434685,FALSE,1,0
83,1864,615,2024-09-20 00:00:00,2024-09-20 07:58:16,Damage,7.971067175,FALSE,5,0
84,1865,180,2025-03-09 00:00:00,2025-03-09 10:10:39,Delay,10.17743453,FALSE,4,0
85,1870,842,2025-01-06 00:00:00,2025-01-06 03:19:04,TechIssue,3.317796568,FALSE,5,0
86,1875,744,2024-09-11 00:00:00,2024-09-11 21:28:34,Delay,21.47607836,TRUE,5,2243.746399
87,1894,73,2024-07-30 00:00:00,2024-07-30 18:43:36,Damage,18.72655208,FALSE,5,0
88,1897,549,2024-07-19 00:00:00,2024-07-19 08:44:20,Refund,8.738842125,FALSE,1,0
89,1928,353,2025-06-09 00:00:00,2025-06-09 05:12:30,Refund,5.20821367,TRUE,4,1482.425077
90,1939,684,2024-08-25 00:00:00,2024-08-26 11:31:55,Delay,35.53192429,TRUE,4,1200.041679
91,1947,696,2025-06-11 00:00:00,2025-06-11 15:44:47,TechIssue,15.7462727,TRUE,5,4408.726529
92,2026,631,2024-11-05 00:00:00,2024-11-05 10:07:05,TechIssue,10.11802058,FALSE,4,0
93,2079,629,2025-06-03 00:00:00,2025-06-05 03:30:39,Refund,51.51091459,FALSE,4,0
94,2100,712,2024-12-06 00:00:00,2024-12-06 15:28:51,Damage,15.48087505,TRUE,1,4114.642835
95,2115,242,2025-04-30 00:00:00,2025-04-30 04:52:54,Damage,4.881564705,FALSE,5,0
96,2118,17,2024-10-03 00:00:00,2024-10-05 21:14:13,Delay,69.23682036,FALSE,4,0
97,2140,851,2024-09-11 00:00:00,2024-09-11 02:01:28,TechIssue,2.02437454,FALSE,4,0
98,2154,158,2024-07-19 00:00:00,2024-07-20 03:32:56,Damage,27.54896772,FALSE,1,0
99,2174,398,2024-12-22 00:00:00,2024-12-22 17:19:19,Delay,17.32182471,FALSE,5,0
100,2192,530,2024-09-24 00:00:00,2024-09-24 09:47:37,Refund,9.793688022,FALSE,3,0
101,2274,712,2024-10-23 00:00:00,2024-10-23 01:07:25,TechIssue,1.123584569,FALSE,4,0
102,2284,198,2024-12-15 00:00:00,2024-12-15 19:29:46,Delay,19.49604638,FALSE,5,0
103,2292,300,2024-11-05 00:00:00,2024-11-05 19:43:46,Delay,19.72942623,FALSE,4,0
104,2353,874,2024-12-28 00:00:00,2024-12-28 05:42:54,Damage,5.714926534,FALSE,5,0
105,2376,962,2024-12-09 00:00:00,2024-12-09 12:20:25,Delay,12.34017395,FALSE,2,0
106,2385,372,2024-12-20 00:00:00,2024-12-20 01:17:13,Damage,1.286917184,FALSE,3,0
107,2439,81,2024-10-13 00:00:00,2024-10-13 15:49:39,Refund,15.82760666,FALSE,4,0
108,2454,313,2025-06-06 00:00:00,2025-06-06 11:40:51,Delay,11.68086052,FALSE,1,0
109,2474,904,2025-02-14 00:00:00,2025-02-14 10:22:42,Refund,10.37837607,FALSE,3,0
110,2500,544,2024-10-09 00:00:00,2024-10-09 06:39:15,Refund,6.654194269,TRUE,3,4013.238529
111,2526,635,2024-09-19 00:00:00,2024-09-21 16:41:21,Damage,64.68919591,TRUE,1,3183.358064
112,2535,792,2025-02-08 00:00:00,2025-02-08 16:47:56,TechIssue,16.79884499,FALSE,3,0
113,2567,518,2025-01-08 00:00:00,2025-01-08 07:49:26,Delay,7.823820605,FALSE,3,0
114,2569,170,2025-04-16 00:00:00,2025-04-16 23:51:36,Refund,23.85997329,FALSE,3,0
115,2573,876,2024-11-23 00:00:00,2024-11-23 01:19:39,TechIssue,1.327559047,FALSE,2,0
116,2580,136,2024-12-23 00:00:00,2024-12-23 02:44:45,Refund,2.745848724,FALSE,2,0
117,2604,289,2025-02-28 00:00:00,2025-02-28 19:15:34,TechIssue,19.25945186,FALSE,1,0
118,2607,290,2024-08-28 00:00:00,2024-08-28 18:03:50,Damage,18.06385111,FALSE,1,0
119,2615,573,2024-10-24 00:00:00,2024-10-24 01:01:57,TechIssue,1.032588498,FALSE,3,0
120,2651,820,2025-05-04 00:00:00,2025-05-04 23:11:04,Delay,23.18453037,FALSE,5,0
121,2657,584,2024-07-05 00:00:00,2024-07-05 17:39:12,TechIssue,17.65333836,FALSE,5,0
122,2661,151,2025-06-25 00:00:00,2025-06-25 21:48:53,TechIssue,21.8147873,FALSE,1,0
123,2682,100,2025-03-04 00:00:00,2025-03-04 06:32:16,TechIssue,6.537650746,FALSE,1,0
124,2697,480,2024-10-11 00:00:00,2024-10-11 22:56:51,Delay,22.94754201,FALSE,1,0
125,2703,304,2025-03-02 00:00:00,2025-03-02 04:37:58,TechIssue,4.632887656,FALSE,5,0
126,2734,23,2024-07-24 00:00:00,2024-07-24 15:08:47,Delay,15.14643948,FALSE,5,0
127,2778,587,2025-04-20 00:00:00,2025-04-22 03:59:36,Damage,51.99327652,FALSE,2,0
128,2809,117,2024-10-10 00:00:00,2024-10-10 09:14:17,Delay,9.237928187,FALSE,4,0
129,2815,850,2025-06-29 00:00:00,2025-06-29 19:16:01,TechIssue,19.26690564,FALSE,4,0
130,2865,763,2024-09-19 00:00:00,2024-09-19 19:06:41,TechIssue,19.1114134,FALSE,5,0
131,2866,562,2024-11-16 00:00:00,2024-11-16 04:33:38,TechIssue,4.560480556,FALSE,1,0
132,2875,720,2025-06-07 00:00:00,2025-06-07 09:51:27,Refund,9.857450276,FALSE,3,0
133,2890,219,2024-09-08 00:00:00,2024-09-08 09:08:41,TechIssue,9.144632039,FALSE,5,0
134,2910,946,2025-05-26 00:00:00,2025-05-26 11:25:23,TechIssue,11.42305389,FALSE,5,0
135,2934,310,2025-05-04 00:00:00,2025-05-04 15:29:12,Damage,15.48673049,FALSE,4,0
136,2990,164,2025-06-30 00:00:00,2025-06-30 02:28:20,TechIssue,2.472301409,FALSE,5,0
137,2999,655,2025-04-15 00:00:00,2025-04-15 08:20:45,Delay,8.34591842,FALSE,2,0
138,3023,241,2024-07-27 00:00:00,2024-07-27 01:38:38,Delay,1.643886966,FALSE,3,0
139,3042,277,2024-07-03 00:00:00,2024-07-03 10:31:43,Delay,10.52862289,FALSE,3,0
140,3043,642,2025-03-09 00:00:00,2025-03-09 11:50:55,Delay,11.8485982,TRUE,4,4722.619786
141,3049,507,2025-02-26 00:00:00,2025-02-26 20:41:56,TechIssue,20.69884843,FALSE,4,0
142,3060,581,2024-11-21 00:00:00,2024-11-21 10:53:42,TechIssue,10.89492198,FALSE,5,0
143,3071,866,2024-09-08 00:00:00,2024-09-08 21:39:07,TechIssue,21.65196523,FALSE,4,0
144,3076,964,2024-12-20 00:00:00,2024-12-20 03:17:36,TechIssue,3.293348224,FALSE,4,0
145,3077,452,2025-04-03 00:00:00,2025-04-03 11:43:51,TechIssue,11.73093157,FALSE,4,0
146,3084,122,2025-06-06 00:00:00,2025-06-06 23:41:45,TechIssue,23.69591203,FALSE,4,0
147,3085,400,2025-06-10 00:00:00,2025-06-10 05:01:20,TechIssue,5.022178203,FALSE,2,0
148,3087,749,2025-06-16 00:00:00,2025-06-16 09:20:17,Delay,9.338045448,FALSE,3,0
149,3091,885,2025-05-01 00:00:00,2025-05-01 10:26:28,Damage,10.44103527,FALSE,1,0
150,3103,936,2025-06-23 00:00:00,2025-06-23 01:58:17,Damage,1.971451126,FALSE,4,0
151,3110,747,2025-03-02 00:00:00,2025-03-02 08:56:19,Refund,8.938529384,FALSE,3,0
152,3114,397,2024-12-08 00:00:00,2024-12-08 08:08:49,Refund,8.146969881,FALSE,1,0
153,3149,326,2024-08-08 00:00:00,2024-08-08 01:09:23,Delay,1.156376192,FALSE,1,0
154,3158,624,2025-04-13 00:00:00,2025-04-13 02:19:39,Damage,2.327434424,TRUE,5,1411.8207
155,3173,616,2025-02-10 00:00:00,2025-02-10 21:04:17,Delay,21.07139165,FALSE,5,0
156,3183,83,2025-03-03 00:00:00,2025-03-03 13:47:43,Damage,13.7952775,FALSE,1,0
157,3215,61,2024-12-12 00:00:00,2024-12-12 03:08:10,Refund,3.136055594,FALSE,5,0
158,3227,17,2025-06-27 00:00:00,2025-06-27 18:11:33,TechIssue,18.19243549,FALSE,5,0
159,3241,158,2024-07-01 00:00:00,2024-07-01 17:42:31,TechIssue,17.70874662,FALSE,3,0
160,3247,90,2024-11-18 00:00:00,2024-11-18 08:04:22,Damage,8.072678544,FALSE,5,0
161,3258,508,2025-03-06 00:00:00,2025-03-06 18:27:46,Delay,18.46274191,FALSE,5,0
162,3273,630,2025-02-22 00:00:00,2025-02-22 19:26:45,Refund,19.44589007,FALSE,2,0
163,3296,91,2025-01-16 00:00:00,2025-01-16 15:07:27,TechIssue,15.12429226,FALSE,2,0
164,3304,249,2025-06-04 00:00:00,2025-06-04 12:09:06,Delay,12.15173553,FALSE,1,0
165,3354,411,2024-08-17 00:00:00,2024-08-17 18:48:50,Damage,18.81384646,FALSE,1,0
166,3371,233,2025-04-08 00:00:00,2025-04-08 10:12:34,Refund,10.20939893,FALSE,2,0
167,3393,463,2024-08-04 00:00:00,2024-08-04 02:39:01,TechIssue,2.650377087,FALSE,4,0
168,3406,342,2024-08-05 00:00:00,2024-08-05 08:49:24,TechIssue,8.823441156,FALSE,4,0
169,3413,751,2024-11-23 00:00:00,2024-11-25 00:15:33,Damage,48.25915386,FALSE,4,0
170,3469,301,2024-09-26 00:00:00,2024-09-26 13:08:12,Delay,13.13655697,FALSE,3,0
171,3472,929,2024-10-17 00:00:00,2024-10-17 18:10:51,TechIssue,18.18094591,FALSE,1,0
172,3489,131,2025-06-14 00:00:00,2025-06-14 10:40:00,TechIssue,10.66671279,FALSE,5,0
173,3504,195,2025-01-19 00:00:00,2025-01-19 18:12:43,Delay,18.21190146,FALSE,1,0
174,3517,19,2024-12-28 00:00:00,2024-12-28 13:29:38,TechIssue,13.49394715,FALSE,4,0
175,3521,203,2025-06-08 00:00:00,2025-06-08 19:30:36,Damage,19.51012964,FALSE,4,0
176,3554,990,2024-07-28 00:00:00,2024-07-28 18:14:22,Delay,18.23945272,FALSE,3,0
177,3557,981,2025-02-12 00:00:00,2025-02-12 13:29:16,TechIssue,13.48771515,FALSE,4,0
178,3653,489,2024-11-28 00:00:00,2024-11-29 16:10:45,Delay,40.1791819,TRUE,4,2567.870953
179,3706,310,2024-09-01 00:00:00,2024-09-01 18:40:05,TechIssue,18.66795578,FALSE,3,0
180,3717,700,2025-05-06 00:00:00,2025-05-06 06:30:31,Refund,6.508615991,TRUE,3,4539.074003
181,3730,856,2025-03-23 00:00:00,2025-03-24 02:09:59,Delay,26.16636096,FALSE,3,0
182,3746,592,2025-04-27 00:00:00,2025-04-27 01:31:09,Refund,1.519253303,FALSE,1,0
183,3760,554,2025-03-02 00:00:00,2025-03-02 16:53:15,Delay,16.8876358,FALSE,3,0
184,3782,763,2025-04-03 00:00:00,2025-04-03 06:08:43,Refund,6.145288294,FALSE,3,0
185,3785,840,2024-11-13 00:00:00,2024-11-14 06:41:01,TechIssue,30.68362725,FALSE,3,0
186,3792,773,2024-09-29 00:00:00,2024-09-29 12:02:00,TechIssue,12.03330476,FALSE,1,0
187,3805,554,2025-01-14 00:00:00,2025-01-14 22:41:54,Refund,22.69833456,FALSE,3,0
188,3809,333,2024-10-22 00:00:00,2024-10-22 13:41:22,Delay,13.68948684,FALSE,4,0
189,3832,911,2024-09-14 00:00:00,2024-09-14 20:46:12,Refund,20.7699758,FALSE,3,0
190,3907,905,2024-09-20 00:00:00,2024-09-22 20:39:16,Refund,68.654424,TRUE,3,2575.484772
191,3908,504,2025-04-18 00:00:00,2025-04-18 19:26:25,Refund,19.44031722,FALSE,1,0
192,3927,938,2025-03-29 00:00:00,2025-03-29 02:12:56,Delay,2.215574895,FALSE,5,0
193,3960,841,2024-10-08 00:00:00,2024-10-08 17:41:01,Delay,17.68366491,FALSE,1,0
194,3996,918,2025-01-31 00:00:00,2025-01-31 09:32:20,Refund,9.538994962,FALSE,2,0
195,4003,239,2024-11-22 00:00:00,2024-11-22 04:34:59,Damage,4.583066574,FALSE,1,0
196,4076,607,2024-11-26 00:00:00,2024-11-26 01:45:42,Refund,1.761575434,FALSE,4,0
197,4081,508,2024-12-25 00:00:00,2024-12-25 09:16:12,TechIssue,9.269868459,FALSE,4,0
198,4097,975,2024-11-02 00:00:00,2024-11-02 20:36:58,Refund,20.61621789,FALSE,4,0
199,4103,205,2024-08-03 00:00:00,2024-08-03 06:48:47,Refund,6.813100397,FALSE,4,0
200,4166,602,2024-07-20 00:00:00,2024-07-20 10:50:52,TechIssue,10.84774389,FALSE,2,0
201,4176,655,2024-09-20 00:00:00,2024-09-22 08:24:54,Delay,56.41513358,FALSE,4,0
202,4195,859,2025-01-16 00:00:00,2025-01-16 19:26:16,Delay,19.43774654,FALSE,5,0
203,4261,45,2024-07-21 00:00:00,2024-07-21 17:57:18,TechIssue,17.95491218,FALSE,1,0
204,4269,347,2024-09-04 00:00:00,2024-09-04 06:41:43,TechIssue,6.695379687,FALSE,4,0
205,4273,621,2025-05-23 00:00:00,2025-05-23 03:16:21,Damage,3.272529543,FALSE,4,0
206,4285,725,2024-08-12 00:00:00,2024-08-12 05:43:25,Delay,5.723605873,FALSE,3,0
207,4290,222,2025-04-23 00:00:00,2025-04-23 07:21:26,Damage,7.35713226,FALSE,3,0
208,4297,737,2025-01-07 00:00:00,2025-01-07 05:36:26,TechIssue,5.607337215,FALSE,2,0
209,4313,504,2024-11-06 00:00:00,2024-11-06 21:44:47,TechIssue,21.7464933,FALSE,1,0
210,4332,135,2024-10-28 00:00:00,2024-10-28 08:18:54,Delay,8.314871644,FALSE,4,0
211,4335,200,2024-07-29 00:00:00,2024-07-30 05:30:55,Refund,29.51535799,FALSE,4,0
212,4338,373,2024-07-17 00:00:00,2024-07-17 12:12:20,Damage,12.20546881,TRUE,3,1139.787678
213,4339,80,2024-11-16 00:00:00,2024-11-18 22:28:13,TechIssue,70.47039313,FALSE,2,0
214,4350,399,2024-07-07 00:00:00,2024-07-07 09:02:26,Refund,9.040431943,FALSE,4,0
215,4389,339,2024-11-06 00:00:00,2024-11-06 18:58:37,Delay,18.97705025,FALSE,2,0
216,4407,891,2025-05-28 00:00:00,2025-05-28 07:22:33,Delay,7.375936065,FALSE,1,0
217,4417,495,2024-10-29 00:00:00,2024-10-30 17:25:44,Damage,41.42898317,FALSE,3,0
218,4466,18,2024-12-11 00:00:00,2024-12-11 21:48:27,Delay,21.80754105,FALSE,4,0
219,4491,975,2025-05-09 00:00:00,2025-05-09 05:21:27,Refund,5.357558244,FALSE,3,0
220,4520,375,2024-10-31 00:00:00,2024-10-31 17:08:55,Delay,17.14860246,FALSE,3,0
221,4544,482,2025-06-17 00:00:00,2025-06-17 04:39:11,TechIssue,4.653062743,FALSE,2,0
222,4551,522,2025-03-09 00:00:00,2025-03-09 18:01:24,TechIssue,18.02342493,FALSE,5,0
223,4609,320,2025-03-16 00:00:00,2025-03-16 20:45:35,Damage,20.75964992,FALSE,1,0
224,4667,570,2025-01-02 00:00:00,2025-01-02 18:34:12,Refund,18.56996836,FALSE,3,0
225,4670,681,2025-03-06 00:00:00,2025-03-06 06:07:36,Delay,6.126575552,FALSE,3,0
226,4735,563,2025-01-11 00:00:00,2025-01-13 21:25:11,Delay,69.41976137,FALSE,3,0
227,4737,432,2024-08-27 00:00:00,2024-08-27 16:09:20,Refund,16.15552971,FALSE,4,0
228,4753,483,2025-06-22 00:00:00,2025-06-22 10:14:13,TechIssue,10.23699876,TRUE,5,2394.33954
229,4767,407,2025-01-11 00:00:00,2025-01-11 01:20:09,Damage,1.33590048,FALSE,3,0
230,4782,654,2024-11-01 00:00:00,2024-11-01 09:40:19,TechIssue,9.671958392,FALSE,5,0
231,4811,984,2024-10-14 00:00:00,2024-10-14 15:34:06,Delay,15.56828023,FALSE,5,0
232,4819,655,2025-03-12 00:00:00,2025-03-12 21:17:32,TechIssue,21.29218181,FALSE,5,0
233,4852,741,2024-09-05 00:00:00,2024-09-05 21:23:03,TechIssue,21.38429026,FALSE,3,0
234,4881,608,2024-11-08 00:00:00,2024-11-08 15:38:28,Refund,15.64122528,FALSE,3,0
235,4915,928,2024-09-18 00:00:00,2024-09-18 16:56:30,Damage,16.94163811,FALSE,4,0
236,4921,162,2024-07-24 00:00:00,2024-07-24 22:42:22,TechIssue,22.70621456,FALSE,2,0
237,4923,853,2024-11-01 00:00:00,2024-11-01 16:22:45,TechIssue,16.37929619,FALSE,3,0
238,5007,161,2025-06-12 00:00:00,2025-06-12 07:21:09,Refund,7.352362265,FALSE,1,0
239,5009,271,2025-04-12 00:00:00,2025-04-12 21:05:59,Damage,21.09977269,FALSE,2,0
240,5028,238,2024-09-21 00:00:00,2024-09-21 07:15:41,Damage,7.261312025,FALSE,3,0
241,5029,652,2025-02-05 00:00:00,2025-02-05 10:19:05,Damage,10.31811278,FALSE,3,0
242,5051,790,2025-01-10 00:00:00,2025-01-10 17:02:09,Delay,17.03587853,FALSE,4,0
243,5063,308,2025-01-16 00:00:00,2025-01-16 20:31:22,TechIssue,20.52265823,TRUE,1,3085.060943
244,5097,584,2025-06-22 00:00:00,2025-06-22 12:16:31,Delay,12.27529341,FALSE,2,0
245,5102,677,2025-04-17 00:00:00,2025-04-17 09:30:43,Delay,9.511869364,FALSE,2,0
246,5105,289,2024-07-25 00:00:00,2024-07-25 01:53:55,Damage,1.898669284,FALSE,2,0
247,5124,334,2024-12-26 00:00:00,2024-12-26 23:05:21,TechIssue,23.08915371,FALSE,4,0
248,5135,778,2024-12-17 00:00:00,2024-12-17 11:02:38,TechIssue,11.0438269,FALSE,3,0
249,5171,275,2025-02-06 00:00:00,2025-02-06 01:48:42,Damage,1.811736774,FALSE,2,0
250,5185,172,2025-03-09 00:00:00,2025-03-11 19:55:28,Delay,67.92433836,FALSE,1,0
251,5211,198,2024-10-20 00:00:00,2024-10-20 05:37:26,Refund,5.623937277,FALSE,2,0
252,5257,416,2024-10-08 00:00:00,2024-10-08 23:53:51,Delay,23.89757936,FALSE,2,0
253,5293,437,2025-05-21 00:00:00,2025-05-21 09:52:24,Refund,9.873376485,FALSE,3,0
254,5309,790,2024-08-25 00:00:00,2024-08-25 14:06:30,Refund,14.10827163,FALSE,4,0
255,5314,698,2025-01-15 00:00:00,2025-01-15 11:38:33,Delay,11.64259339,TRUE,1,2547.57169
256,5316,213,2024-11-02 00:00:00,2024-11-02 03:48:21,Damage,3.805864931,FALSE,5,0
257,5327,68,2025-06-05 00:00:00,2025-06-05 05:33:45,Refund,5.562625822,FALSE,5,0
258,5336,121,2024-08-07 00:00:00,2024-08-07 11:25:00,Delay,11.41673569,FALSE,1,0
259,5354,539,2024-07-04 00:00:00,2024-07-04 21:55:19,TechIssue,21.9220642,FALSE,2,0
260,5365,408,2025-03-18 00:00:00,2025-03-18 01:01:08,Damage,1.019009371,FALSE,3,0
261,5374,999,2024-11-09 00:00:00,2024-11-09 20:13:22,Damage,20.22269453,FALSE,2,0
262,5380,202,2024-07-24 00:00:00,2024-07-24 08:49:23,Damage,8.822948627,FALSE,3,0
263,5382,317,2024-07-08 00:00:00,2024-07-10 15:46:36,Damage,63.77673809,FALSE,3,0
